"","device_id","phone_brand","device_model"
"94288","320475938977913717","联想","黄金斗士Note8"
"94305","5414074028005237769","vivo","Y22IL"
"94309","935391922691630796","小米","小米4C"
"104752","2018144396155930676","乐视","超级手机1s"
"104754","2262407102286811369","三星","Galaxy S6 Edge+"
"104755","8758897096423913501","语信","红辣椒"
"104757","-2833179855410359324","魅族","魅蓝Note 2"
"104758","-6412600906237434762","华为","Ascend P8"
"104759","6754104723432438113","华为","荣耀7i"
"104764","4291021975658762554","华为","荣耀6"
"104767","4781989393190512097","HTC","One"
"104768","6956394054941708213","华为","荣耀7"
"104769","-314096618107943372","vivo","X5Pro"
"104770","7995682190419358979","中兴","V5 Max"
"104771","796996875611352648","三星","Galaxy A8"
"104772","8201526003767137736","三星","Galaxy J3"
"104775","3427806384951056794","小米","红米note"
"104778","-6671236419991092023","小米","红米note增强版"
"104781","6217160955388997302","三星","Galaxy Note 3"
"104783","-6289140063501067264","三星","三星big foot"
"104784","9134757794671046563","三星","Galaxy S4"
"104787","2535919658203035921","小米","MI 4"
"104788","-5799747187352766846","三星","Galaxy S2 HD LTE E120S"
"104789","-7960075256556123455","联想","黄金斗士Note8"
"104791","-1371314634363188153","三星","2016版 Galaxy A5"
"104793","-3972425754294456045","三星","Galaxy Ace 3"
"104794","-7682061374093241977","三星","Galaxy S6 Edge+"
"104795","6882855439975808382","华为","荣耀4A"
"104796","-7690683540456031839","魅族","魅蓝metal"
"104798","4502509210789073991","华为","荣耀畅玩5X"
"104799","-5594925410662736123","魅族","魅蓝NOTE"
"104800","-2847287302682131465","三星","Galaxy Trend 3"
"104804","-1679709897021657744","华为","Ascend P7"
"104805","439861475547532675","三星","Galaxy S4"
"104807","5571482949435499027","酷派","F2"
"104809","-7035001619256970861","三星","Galaxy Note 2"
"104812","-6393031851431232405","vivo","X6 Plus D"
"104813","4785634440173407927","vivo","Y17T"
"104814","-4406013423842684423","小米","MI 4"
"104815","-9042966463857944795","小米","红米1S"
"104816","5964431866317811763","小米","小米note"
"104817","-432711286943227461","OPPO","A53"
"104821","-3655309714779375228","三星","Galaxy J5"
"104825","3025995277115604469","OPPO","R3"
"104829","5365740022191303546","华为","荣耀畅玩4"
"104831","2235032367642413017","三星","Galaxy S3 Neo+"
"105783","-6958007060030955718","西米","R5s plus"
"105784","4583484865944095848","三星","2016版 Galaxy A9"
"105785","4225609108831475665","华为","麦芒3S"
"105786","-6491118734144336723","vivo","X6 D"
"105794","-6375648375707497817","小米","红米2A"
"105796","1006995831636731197","小米","红米2"
"105802","5212312893329729","小米","红米2A"
"105803","-1666194097797895898","三星","Galaxy S6 Edge"
"105813","-8744527543418585034","华为","Mate 8"
"105814","-5985258575918336503","魅族","MX3"
"105819","3472154856123439707","酷派","5263S"
"105874","-7410119022175968879","小米","红米note"
"105875","-3142655367705601474","华为","荣耀3C"
"105954","-6169085572804926329","小米","红米1S"
"105970","-2489652820469180476","vivo","X5Pro"
"105998","-6254153067163718537","vivo","X6"
"106026","5245428108336915020","魅族","MX4"
"106058","3322518315419940833","华为","荣耀畅玩4"
"106073","-2503098472301313865","小米","红米note"
"106074","-5082931622367118586","华为","荣耀6 plus"
"112904","-7297178577997113203","华为","荣耀3C"
"115475","-6061235625919848596","小米","红米note"
"116607","7699086208039669519","vivo","X5Max"
"116608","966272636254630116","华为","Ascend P8"
"116610","7232153899613479324","华为","荣耀畅玩4C"
"116612","-2841623206597236815","华为","荣耀畅玩4C"
"116613","6147467636441216417","华为","荣耀畅玩4C运动版"
"116615","-7078729360014659680","小米","MI 3"
"116616","-4445743945041469044","OPPO","A31"
"116619","2843675331639631558","华为","荣耀4A"
"116620","-8468443715064345118","小米","MI pad 2"
"116621","3178235170154528448","小米","note顶配版"
"116622","258446078859503189","小米","红米2"
"116623","-1087774680334848287","三星","Galaxy Win"
"116624","4720265751072042970","华为","荣耀6"
"116625","-1136983535447782553","酷派","K1"
"116626","-1228375842164681793","OPPO","A33"
"116629","-314096618107943372","vivo","X5Pro"
"116630","-3490714507094945702","华为","Ascend P7"
"116633","4926333680808017789","华为","荣耀畅玩4C"
"116635","8201526003767137736","三星","Galaxy J3"
"116636","-9180330522697778980","华为","荣耀6 Plus"
"116639","309071519503024282","华为","Ascend P8"
"116642","3933771970884817615","酷派","8089"
"116643","-3209436076656300924","魅族","魅蓝2"
"116645","8016963331364894266","索尼","Xperia Z2"
"116647","-3113837089047173322","华为","荣耀6"
"116648","6287691801534529275","华为","荣耀6"
"116649","7701791550364234047","OPPO","R7"
"116654","1412782850750573790","华为","荣耀畅玩5"
"116656","-5799747187352766846","三星","Galaxy S2 HD LTE E120S"
"116657","6394010338034428672","华为","荣耀畅玩4X"
"116658","5435517613682152801","vivo","X5M"
"116659","6652039187840062981","华为","Ascend P8"
"116660","6974738683971424976","小米","红米2A"
"116662","-1087216240998270009","华为","麦芒3"
"116664","4302956307279090661","小米","红米Note2"
"116666","-2241630667689903982","三星","Galaxy A5"
"116667","-5600411672557712002","vivo","X5Max+"
"116668","-2478949766133199403","小米","红米1S"
"116669","8335791180689170880","华为","Mate 7"
"116670","2498819670854710085","三星","Galaxy S4"
"116671","6178324786347222418","华为","荣耀7"
"116672","-7410119022175968879","小米","红米note"
"116674","2369956299833892150","魅族","魅蓝metal"
"116676","5916433060511508090","华为","Y511-T00"
"116678","-7039343669382921813","联想","黄金斗士A8"
"116679","3126924020357916246","联想","S868t"
"116680","5291632655539907005","三星","Galaxy S4"
"116681","7156721903478848809","贝尔丰","BF A500"
"116685","-3904906463053896411","OPPO","R827T"
"116686","2100964790765307727","小米","MI 2S"
"116687","5245428108336915020","小米","MI One Plus"
"116690","5986498891138342001","酷派","8017-T00"
"116692","-2680652256132711710","vivo","Y27"
"116694","5584810011068326983","vivo","Y17T"
"116696","6801108320255924243","TCL","么么哒3N"
"116697","-914237116989571961","vivo","X5SL"
"116698","6064369671184191251","vivo","X6 D"
"116699","-3319756901277192248","OPPO","R7s"
"116700","8613568657032244461","小米","MI 2"
"116701","-4907094845512247490","奇酷","青春版"
"116702","5553416211140416900","vivo","S11T"
"116704","-3956775765820941619","小米","红米note"
"116705","-2484910668261382496","酷派","大神Note3"
"117698","6658623800651213319","魅族","魅蓝NOTE"
"117700","3892202853370996233","华为","G628"
"117701","-8184891614512981731","小米","MI 2S"
"117702","-5528420790675514412","华为","荣耀6"
"117705","719740747447246421","三星","Galaxy Grand Prime"
"117711","2386302833960884664","小米","MI 3"
"117718","-5082752532026079031","三星","Galaxy A7"
"117738","-6736284286949852062","金立","M3"
"117740","-6161462759830204645","华为","Mate 8"
"117741","5365740022191303546","华为","荣耀畅玩4"
"117790","-6703943960528195558","TCL","P306C"
"117791","8331820466278266401","vivo","X5Max+"
"117811","-8382303739433883859","魅族","魅蓝metal"
"117849","-6494006041620976130","vivo","X6 D"
"117966","-5574489785793567639","OPPO","R1"
"128581","584514175788735213","三星","Galaxy Note 4"
"128582","6393760196638952234","小米","MI 3"
"128585","4128164418438360963","vivo","X6 D"
"128586","7570310978764027772","OPPO","R2017"
"128588","-6744373590614380739","小米","MI 3"
"128590","7699086208039669519","vivo","X5Max"
"128592","4561341894595440560","乐视","超级手机1s"
"128593","5896408079890756088","小米","红米"
"128595","-3836669138994763830","三星","Galaxy S4"
"128596","-594611196730031387","华为","荣耀畅玩4"
"128597","2303674056334790516","三星","Galaxy On5"
"128600","-3004353610608679970","酷派","7296"
"128602","-3490714507094945702","华为","Ascend P7"
"128603","1752662242799910620","三星","Galaxy Note 3"
"128605","-2158675063926140186","魅族","魅蓝metal"
"128606","-467070000936996697","华为","Mate 7"
"128609","2346805324332342179","三星","Galaxy Note 5"
"128610","-5416509784663602024","小米","红米note"
"128611","-8879573619937492518","小米","红米2"
"128612","-3444781178626781487","小米","红米note"
"128613","3120882575572050494","三星","Galaxy S4"
"128614","-3316415803190016190","三星","Galaxy Note 3"
"128615","6310754827017778830","小米","红米note"
"128616","1972484615603141804","三星","Galaxy A8"
"128618","2453787962401439068","华为","荣耀7"
"128619","-6249973403094811149","魅族","魅蓝Note 2"
"128620","7540390258631417003","vivo","Y22L"
"128623","8335791180689170880","华为","Mate 7"
"128624","8388712465212304050","OPPO","A31"
"128625","-3787487438575240525","魅族","魅蓝2"
"128627","6519101575185398271","三星","三星big foot"
"128630","-8683796680931601192","华为","荣耀6 Plus"
"128631","-5884373836030891454","小米","MI 2S"
"128635","2197596771226195333","魅族","MX5"
"128638","7354357433489512241","vivo","X6 D"
"128639","-8150979147106106489","三星","Galaxy Tab 3 7.0"
"128641","2672018740572564718","酷派","F2"
"128642","-7926865304815033541","小米","红米Note2"
"128644","6661127336887686889","西米","R5s plus"
"128645","1161047465277003186","vivo","X5Pro"
"128649","3892202853370996233","华为","G628"
"128650","-7782600702545542064","沃普丰","S2"
"128651","7723006602873122914","vivo","X5M"
"128652","-6254153067163718537","vivo","X6"
"128653","-6180508331895910539","小米","红米"
"128654","2181737112406991465","小米","红米note增强版"
"128655","3733394929369543215","三星","Galaxy Note 3"
"128656","8338377127366376203","华为","P8 Lite"
"128658","7758584288010080130","三星","Galaxy Grand 2"
"128660","-6492867557645793199","HTC","One M8"
"129550","6267364035813202842","三星","Galaxy Tab 3 7.0"
"129552","-845139532698223858","华为","荣耀6 Plus"
"129554","-8540295138813735474","HTC","One"
"129556","-4817713911673667300","三星","Galaxy S4"
"129583","1928870466821397636","华为","荣耀畅玩5X"
"129592","-6164920648077652398","小米","红米Note3"
"129602","-914237116989571961","vivo","X5SL"
"129603","-7943710346818516065","小米","红米Note3"
"129604","6801108320255924243","TCL","么么哒3N"
"129611","8562333322728650015","酷派","Y60-C1"
"129613","175201931141654741","vivo","X3T"
"129623","892394923611536067","小米","MI 4"
"129635","-3463609029492545965","魅族","魅蓝2"
"129636","3903436052909769998","三星","Galaxy Win"
"129648","2119034476685294092","百立丰","T2"
"129670","7262533509006343353","OPPO","Find 7"
"129704","6048937650337761679","vivo","X6 D"
"129717","-1516280479357929247","小米","红米note"
"139849","7986963667228266030","三星","Galaxy Note 2"
"140480","8273738470013950749","三星","Galaxy Trend 3"
"140481","-5846288818250659795","索尼","Xperia C"
"140482","2843675331639631558","华为","荣耀4A"
"140484","2357604318530479558","魅族","MX3"
"140485","-3892866716761013684","小米","MI 4"
"140486","6394010338034428672","华为","荣耀畅玩4X"
"140487","9094512285229743128","华为","荣耀4A"
"140490","7510165937234999249","小米","红米note增强版"
"140493","5228624207847850639","华为","Y560-CL00"
"140494","2303674056334790516","三星","Galaxy On5"
"140497","2421200571595727174","三星","Galaxy S2"
"140498","4926333680808017789","华为","荣耀畅玩4C"
"140501","-8199115853368718862","华为","麦芒4"
"140502","-5269721363279128080","三星","Galaxy Core Advance"
"140503","3593291294363439879","酷派","大神F1Plus"
"140504","-2158675063926140186","魅族","魅蓝metal"
"140506","5982238768201445317","vivo","Y17T"
"140507","-5770103517457369632","魅族","MX3"
"140509","9218059356897525342","华为","畅享5S"
"140510","7230952670608362680","三星","I9118"
"140512","-26393582122790144","魅族","魅蓝metal"
"140513","-4056241572086910838","vivo","Y37"
"140518","-3113837089047173322","华为","荣耀6"
"140519","2535919658203035921","小米","MI 4"
"140520","-4701593213443164880","华为","荣耀畅玩5X"
"140521","-6590454305031525112","华为","荣耀6 Plus"
"140527","6974738683971424976","小米","红米2A"
"140528","2335156631934679698","华为","荣耀6 Plus"
"140529","2218943865544926317","华为","Mate 8"
"140530","-7256137528080009117","中兴","Grand Memo 2"
"140531","63509255808498022","小米","MI 2S"
"140532","7139753548912705278","锤子","坚果手机"
"140534","5571598254963832443","小米","红米Note2"
"140535","4651407576397549739","OPPO","R6007"
"140536","4495620416723354927","三星","Galaxy Core Max"
"140537","-7943710346818516065","小米","红米Note3"
"140538","-5038211333149736922","魅族","魅蓝NOTE"
"140539","-6073981295309502630","OPPO","R827T"
"140540","8342801385505786638","小米","红米note"
"140542","-8663684824114969776","魅族","魅蓝NOTE"
"140543","5337592020391069414","小米","MI 3"
"140544","7005476777730782967","乐视","超级手机1s"
"140547","2386302833960884664","小米","MI 3"
"140551","4629644669775372947","三星","Galaxy S3"
"140556","-5510781709008509289","小米","红米note增强版"
"140557","7024840027357300185","小米","MI 3"
"140558","-8591503669643756528","酷派","大神Note3"
"140560","-6736284286949852062","金立","M3"
"140562","-1831358856417318522","酷派","5891Q"
"140565","-5082931622367118586","华为","荣耀6 plus"
"140566","-4817713911673667300","三星","Galaxy S4"
"140567","7594070814495944699","小米","红米2A"
"140568","-8500139414037057282","乐视","超级手机1s"
"141527","-7336460601002208292","OPPO","A33"
"141528","-3720826430666990843","vivo","X6 D"
"141531","-4760783336195330962","三星","Galaxy Note 2"
"141532","-2680652256132711710","vivo","Y27"
"141533","4494927009014860377","华为","C8817E"
"141536","1765832412855586400","三星","Galaxy Note 5"
"141537","4940961636612557269","乐视","超级手机1s"
"141538","-3655309714779375228","三星","Galaxy J5"
"141541","-193968143909379547","小米","红米Note3"
"141542","-1276867628015717122","魅族","魅蓝2"
"141570","6756544165514164096","小米","MI 3"
"141571","-5315263296697866076","vivo","X6 L"
"141583","8857408777371994988","OPPO","R7s"
"141589","-4233361348052236438","华为","P8 Lite"
"141611","5986498891138342001","酷派","8017-T00"
"141630","4876568328893034974","三星","Galaxy Note 2"
"141674","8306657178945069911","小米","红米"
"141676","-973648844427824354","华为","Mate 8"
"141716","8981770763506942973","三星","Galaxy Note 2"
"141724","736751141791305520","OPPO","R7"
"141779","-496227732288709687","小米","红米2A"
"141789","-7760375296048207374","OPPO","R7s"
"141803","164929208076315060","魅族","魅蓝metal"
"141804","859579705556311644","华为","荣耀畅玩4X"
"141805","-4222926404776867052","华为","荣耀3X畅玩版"
"151517","-3035141074699412916","三星","Galaxy S5"
"151781","7449678140470044600","魅族","魅蓝"
"151782","-8957138290970293636","美图","V4"
"151784","8956726798211197443","魅族","魅蓝NOTE"
"151785","2844842960485874578","魅族","魅蓝metal"
"151786","4436889720811214533","OPPO","R3"
"151788","1146798810589827549","OPPO","R1C"
"151790","4870550249823335195","vivo","X3T"
"151791","2346805324332342179","三星","Galaxy Note 5"
"151792","-5092591906120893907","三星","领世旗舰3"
"151794","-8548222061887431561","小米","红米note"
"151795","7701791550364234047","OPPO","R7"
"151796","404062046251032949","小米","红米Note3"
"151797","9134757794671046563","三星","Galaxy S4"
"151799","6808444702830632325","小米","MI 3"
"151800","-8302178691154814067","OPPO","R7"
"151801","2307146371181074474","魅族","魅蓝NOTE"
"151802","374615208533646829","三星","三星big foot"
"151803","4528345165404768912","华为","Mate 8"
"151805","4495620416723354927","三星","Galaxy Core Max"
"151806","7568632104990663274","小米","红米2"
"151807","5571482949435499027","酷派","F2"
"152296","-8527569638528406317","乐视","超级手机1"
"152298","4629644669775372947","三星","Galaxy S3"
"152303","7789103553347044803","LG","Optimus G Pro"
"152304","-7864441754972027054","三星","Galaxy J7"
"152311","4287402670972459459","华为","C8818"
"152320","5733591336305153536","三星","Galaxy S6 Edge"
"152328","-5652906437886255956","小米","红米2"
"152342","5553416211140416900","vivo","S11T"
"152343","7156721903478848809","贝尔丰","BF A500"
"152344","-3212430266776717041","华为","麦芒4"
"152345","59662067188657521","三星","Galaxy Note 2"
"152347","7723006602873122914","vivo","X5M"
"152369","-826549198998606903","小米","红米2A"
"162779","-5768075355765148094","努比亚","Z9 mini"
"162780","6754104723432438113","华为","荣耀7i"
"162784","-17280806490387955","OPPO","N1 Mini"
"162787","-1087774680334848287","三星","Galaxy Win"
"162788","-5303922170469056382","OPPO","A11"
"162789","-7955122281029282588","华为","荣耀畅玩5X"
"162791","-4767466563529773799","金立","F103"
"162795","9130151287294646114","vivo","X1ST"
"162797","6387254641403227438","华为","麦芒4"
"162800","-4701593213443164880","华为","荣耀畅玩5X"
"162802","6840326371109081553","小米","MI 2"
"162803","6882855439975808382","华为","荣耀4A"
"162804","-1483522071287456659","三星","Galaxy Note 4"
"162805","-486318532234842301","小米","红米note增强版"
"162806","1387515730398856374","华为","荣耀畅玩5X"
"162807","-5938152163857401514","OPPO","R7 Plus"
"162808","-8180018240204034697","小米","MI 4"
"162809","7329184705789788133","乐视","超级手机1s"
"163268","-8683796680931601192","华为","荣耀6 Plus"
"163269","584514175788735213","三星","Galaxy Note 4"
"163270","1756959076456813783","中兴","Grand S 2"
"163273","-7684047763947175021","vivo","X6"
"163276","-1913074978634534166","小米","红米note"
"163284","-6181378856994800600","酷派","大神Note3"
"163285","-1919970327849702094","三星","Galaxy A7"
"163286","-7478403264224063150","OPPO","Find 7"
"163294","6519101575185398271","三星","三星big foot"
"163295","-4067845705776863403","OPPO","R7s"
"163310","4896722578126020429","vivo","Y927"
"163370","-6670231727779511924","联想","S890"
"163387","-5762037266485021759","小米","小米note"
"163414","8422453333155880068","OPPO","R7s"
"163424","6734829248962298534","华为","Ascend P7"
"163426","-304920224449339435","华为","B199"
"163477","-1685367921739562842","魅族","MX3"
"163554","8789296398152468255","HTC","Desire 816"
"163555","-1058976689976607809","华为","G660-L075"
"173996","-8918590811203249338","vivo","X6 Plus"
"173997","-2167163759291932789","索尼","Xperia Z"
"174001","6579646464389596661","华为","P8 Lite"
"174002","-6494006041620976130","vivo","X6 D"
"174003","4561341894595440560","乐视","超级手机1s"
"174004","8273738470013950749","三星","Galaxy Trend 3"
"174006","-5785453752075092134","康佳","D557"
"174008","-4941757251016335453","OPPO","R6007"
"174012","-5686269526728647958","小米","MI 4"
"174015","-6829538456552715347","OPPO","R7s"
"174016","8956726798211197443","魅族","魅蓝NOTE"
"174020","-1060418556246365354","OPPO","R7 Plus"
"174022","-6559907801758359094","三星","Galaxy S4"
"174023","-8916894184536072021","小米","MI 3"
"174025","9178224089698771087","联想","A590"
"174027","-8925922736225542204","华为","荣耀畅玩4"
"174028","-5678250733445610118","三星","三星big foot"
"174029","-6671236419991092023","小米","红米note增强版"
"174031","-4056241572086910838","vivo","Y37"
"174034","-8879573619937492518","小米","红米2"
"174035","-1626914241434769107","vivo","X5Pro"
"174036","-7741986011007741697","魅族","魅蓝NOTE"
"174037","1802397685530995667","OPPO","A51"
"174038","-438649052107735582","小米","红米2A"
"174039","-303905813567710988","三星","Galaxy Note Edge"
"174040","6840326371109081553","小米","MI 2"
"174042","2307146371181074474","魅族","魅蓝NOTE"
"174043","4528345165404768912","华为","Mate 8"
"174044","-6703943960528195558","TCL","P306C"
"174045","4651407576397549739","OPPO","R6007"
"174046","5563606335961927931","三星","Galaxy Note 3"
"174048","7805089560632701207","vivo","Y51"
"174050","-1076064832252218291","小米","红米Note2"
"174051","4855441549070592333","vivo","Y13T"
"174053","1511136075194093269","三星","Galaxy Grand 2"
"174054","2047309201512795701","华为","荣耀畅玩5X"
"174056","1745258380438299887","华为","荣耀7"
"174057","2018144396155930676","乐视","超级手机1s"
"174058","-6189495255928696105","OPPO","R1C"
"174061","2778560667844034418","OPPO","A11"
"174063","1756959076456813783","中兴","Grand S 2"
"174064","2830724113915222201","魅族","MX4"
"174066","1033473240445570976","vivo","Y11"
"174069","3499606308287217696","华为","Mate S"
"174070","5733591336305153536","三星","Galaxy S6 Edge"
"174071","1006995831636731197","小米","红米2"
"174075","1808639320117634","小米","小米note"
"174077","1007755754283259255","酷派","大神F1Plus"
"174078","-7021309282634252071","三星","Galaxy A7"
"174079","-5604847594354758002","OPPO","R7s"
"174080","-2489652820469180476","vivo","X5Pro"
"174081","-2931411985196857253","三星","Galaxy S6 Edge+"
"174082","8537247678198560821","一加","One"
"174083","-1276867628015717122","魅族","魅蓝2"
"174084","-1913074978634534166","小米","红米note"
"175098","8903835421533115525","小米","红米Note3"
"175100","3928119960288063463","小米","MI 4"
"175104","-72209569358860667","华为","荣耀畅玩4C运动版"
"175106","-432711286943227461","OPPO","A53"
"175107","-2563223711799722689","vivo","X6"
"175108","-5510781709008509289","小米","红米note增强版"
"175109","5337592020391069414","小米","MI 3"
"175110","7773746645476824910","三星","Galaxy A8"
"175116","1972484615603141804","三星","Galaxy A8"
"175134","7301892667788714334","vivo","Xplay"
"175142","7354357433489512241","vivo","X6 D"
"175156","2335156631934679698","华为","荣耀6 Plus"
"175160","7096099415750029387","OPPO","R7"
"175172","-2224375466071717098","酷派","大神Note3"
"175192","-6387871799128773498","OPPO","R7 Plus"
"175199","-4594634246146853476","小米","红米note"
"175245","1564998137283205584","小米","MI 2S"
"175258","2235032367642413017","三星","Galaxy S3 Neo+"
"175318","2181737112406991465","小米","红米note增强版"
"185872","6217160955388997302","三星","Galaxy Note 3"
"185873","258446078859503189","小米","红米2"
"185875","-4126870804164380227","乐视","超级手机1"
"185880","-2894845848207541139","三星","Galaxy A5"
"185882","4128164418438360963","vivo","X6 D"
"185884","-5686269526728647958","小米","MI 4"
"185885","-4903249408344133295","华为","荣耀7"
"185890","2794654647967662571","vivo","X6 D"
"185891","2844842960485874578","魅族","魅蓝metal"
"185894","-6559907801758359094","三星","Galaxy S4"
"185895","6838418262718516720","三星","Galaxy A8"
"185896","-5303922170469056382","OPPO","A11"
"185897","-5269721363279128080","小米","MI 3"
"185899","-7547264027066400033","三星","Galaxy Note 3"
"185900","9178224089698771087","联想","A590"
"185901","-7525913571507064767","三星","Galaxy A8"
"185903","3320404370593480560","魅族","MX4"
"185904","-8599383878807045594","华为","Mate 8"
"185907","8016963331364894266","索尼","Xperia Z2"
"185908","-8548222061887431561","小米","红米note"
"185909","-1705589393591453881","vivo","Y51"
"185912","4221732247156432961","乐视","超级手机1 Pro"
"185913","-6855523020934828441","酷派","大神Note3"
"185914","-1371314634363188153","三星","2016版 Galaxy A5"
"185917","4301856296238192314","三星","Galaxy Note 3"
"185919","-8302178691154814067","OPPO","R7"
"185921","63509255808498022","小米","MI 2S"
"185922","-5594925410662736123","魅族","魅蓝NOTE"
"185923","4357336183852504866","华为","Mate 8"
"185926","-3972425754294456045","三星","Galaxy Ace 3"
"185927","7505000797198037214","酷派","大神F1"
"185928","-7361550133515393269","魅族","MX5"
"185929","2047309201512795701","华为","荣耀畅玩5X"
"185930","-9194249084574705214","vivo","Y29L"
"185931","-6073981295309502630","OPPO","R827T"
"185932","-6907265015238431773","OPPO","R7 Plus"
"185935","-7256137528080009117","中兴","Grand Memo 2"
"185936","-4298458872759969062","vivo","X6 D"
"185938","6267364035813202842","三星","Galaxy Tab 3 7.0"
"185943","-3212430266776717041","华为","麦芒4"
"185945","-6492880179011041882","三星","Galaxy Tab 4 T331C"
"185946","4484698257486135221","魅族","魅蓝NOTE"
"185947","-5680528600313102986","OPPO","A33"
"185948","2898210515309285576","三星","Galaxy Note 3"
"185949","5212312893329729","小米","红米2A"
"185951","-72209569358860667","华为","荣耀畅玩4C运动版"
"185952","5504603913151590784","OPPO","R7"
"185953","-4674836899554721423","小米","红米2A"
"185955","-1516280479357929247","小米","红米note"
"185956","8789296398152468255","HTC","Desire 816"
"185957","-6375648375707497817","小米","红米2A"
"185958","6634083423276574187","OPPO","R7s"
"185959","8857408777371994988","OPPO","R7s"
"185960","-9198513807097378193","酷派","F2"
"185961","6048937650337761679","vivo","X6 D"
"185962","-2782650786313961616","乐视","超级手机1s"
"185963","-8456286055802216248","三星","Galaxy Note 3"
"185964","-5652906437886255956","小米","红米2"
"186970","-3377796193675656872","小米","MI 3"
"186971","6064369671184191251","vivo","X6 D"
"186972","5563606335961927931","三星","Galaxy Note 3"
"186973","4697490762869287621","OPPO","R7"
"186974","3025995277115604469","OPPO","R3"
"186975","8342801385505786638","小米","红米note"
"186978","-7926865304815033541","小米","红米Note2"
"186980","6309757818867179813","vivo","X5Pro"
"186982","7024840027357300185","小米","MI 3"
"186984","7288461008310100610","乐视","超级手机1s"
"186985","5979622148243063834","OPPO","R7s"
"186987","-1424735588384400394","三星","Galaxy Note 5"
"186988","-7021309282634252071","三星","Galaxy A7"
"186997","-4907094845512247490","奇酷","青春版"
"187007","-6564190854652214066","TCL","乐玩"
"187012","8872872501015558044","OPPO","R7"
"187017","1808639320117634","小米","小米note"
"187023","-7886872648476484087","魅族","MX5"
"187032","-1613570835795443921","三星","Galaxy S6"
"187077","2672018740572564718","酷派","F2"
"187152","2053126080649691445","华为","荣耀畅玩4X"
"187159","5291632655539907005","三星","Galaxy S4"
"187190","-8977849817626954804","华为","荣耀4A"
"187195","-7137644614871452665","HTC","One M8"
"187197","-3105831442627717296","华为","荣耀6"
"187245","7540390258631417003","vivo","Y22L"
